Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
25405,633d,"EMSCC RWF","D","Centra Care EMS Dispatch- Redwood Falls","EMS Dispatch","CentraCare EMS"
25406,633e,"RICE HOSP SEC","D","Rice Memorial Hospital Security","Security","Kandiyohi County"
25407,633f,"MTCLO Hosp Sec","D","Monticello Hospital Security","Security","Wright County"
25408,6340,"Paynes Hosp Sec","D","CentraCare - Paynesville Hospital Security","Security","Stearns County"
25410,6342,"RWFLS HOSP SEC","D","Redwood Falls Hospital Security","Security","Redwood County"
25500,639c,"MK LAW 1","D","Law Enforcement Dispatch 1","Law Dispatch","Meeker County"
25501,639d,"MK LAW 2","D","Law Enforcement Dispatch 2","Law Dispatch","Meeker County"
25502,639e,"MK LAW CC","DE","Law Enforcement Car to Car","Law Tac","Meeker County"
25503,639f,"MK JAIL","D","Jail Operations","Corrections","Meeker County"
25504,63a0,"MK LTAC1","DE","Law Enforcement Tactical 1","Law Tac","Meeker County"
25505,63a1,"MK LTAC2","DE","Law Enforcement Tactical 2","Law Tac","Meeker County"
25507,63a3,"MK LTAC(3)","DE","law tac (3)","Law Tac","Meeker County"
25508,63a4,"MK SO TAC1","DE","Sheriff Tactical 1","Law Tac","Meeker County"
25509,63a5,"MK SO TAC2","DE","Sheriff Tactical 2","Law Tac","Meeker County"
25510,63a6,"MK COM TEC(1)","D","Communications Techs (1)","Public Works","Meeker County"
25511,63a7,"MK COM TEC(2)","DE","Communications Techs (2)","Public Works","Meeker County"
25512,63a8,"MK LAW ROM(1)","D","Law Enforcement Roam (1)","Law Dispatch","Meeker County"
25513,63a9,"MK LAW ROM(2)","DE","Law Enforcement Roam (2)","Law Dispatch","Meeker County"
25524,63b4,"MK LITCH PD","DE","Litchfield Police Tactical","Law Tac","Meeker County"
25550,63ce,"MK FIRE 1","D","Fire Dispatch","Fire Dispatch","Meeker County"
25551,63cf,"MK CSMS FD","D","Cosmos Fire Dept & AmbulanceFire-Tac","Fire-Tac","Meeker County"
25552,63d0,"MK DASL FD","D","Dassel Fire Dept","Fire-Tac","Meeker County"
25553,63d1,"MK EDNVLY FD","D","Eden Valley Fire Dept","Fire-Tac","Meeker County"
25554,63d2,"MK GRVCTY FD","D","Grove City Fire Dept ","Fire-Tac","Meeker County"
25555,63d3,"MK LITCH FD","D","Litchfield Fire - Rescue","Fire-Tac","Meeker County"
25556,63d4,"MK WTKNS FD","D","Watkins Fire - Rescue - EMS","Fire-Tac","Meeker County"
25557,63d5,"MK 3","D","Meeker Tac 3 ","Multi-Tac","Meeker County"
25558,63d6,"MK 4","D","Meeker Tac 4","Multi-Tac","Meeker County"
25559,63d7,"MK 5","D","Meeker Tac 5 ","Multi-Tac","Meeker County"
25560,63d8,"MK 6","D","Meeker Tac 6 ","Multi-Tac","Meeker County"
25561,63d9,"MK 7","D","Meeker Tac 7 ","Multi-Tac","Meeker County"
25562,63da,"MK 911","D","Meeker 911 ","Multi-Dispatch","Meeker County"
25600,6400,"MK HWY MAIN","D","Highway Main","Public Works","Meeker County"
25601,6401,"MK HWY 1","D","Highway 1","Public Works","Meeker County"
25602,6402,"MK HWY 2","D","Highway 2","Public Works","Meeker County"
25603,6403,"MK HWY 3","D","Highway 3","Public Works","Meeker County"
25604,6404,"MK PARKS","D","Parks","Public Works","Meeker County"
25605,6405,"MK PW AD","D","Public Works Admin","Public Works","Meeker County"
25606,6406,"MK HWY AD","D","Highway Admin","Public Works","Meeker County"
25613,640d,"MK V WORKS","D","Eden Valley Public Works","Public Works","Meeker County"
25650,6432,"MK ML HOSP","D","Meeker Memorial Hospital - Litchfield","Hospital","Meeker County"
25651,6433,"EMH MKMEM","D","Meeker Hospital	Meeker Memorial Hospital - Litchfield","Hospital","Central Minnesota EMS Hailing "
25676,644c,"MK TRANSIT","D","County Public Transit","Transportation","Meeker County"
25703,6467,"KD ANOUNC","D","Announcements","Multi-Dispatch","Kandiyohi County"
25704,6468,"WILMR COMM","D","Willmar Common","Fire-Tac","Kandiyohi County"
25705,6469,"KD MA-9","D","Mutual Aid 9","Multi-Tac","Kandiyohi County"
25706,646a,"KD MA-5","D","Mutual Aid 5","Multi-Tac","Kandiyohi County"
25707,646b,"KD MA-6","D","Mutual Aid 6","Multi-Tac","Kandiyohi County"
25708,646c,"KD MA-7","D","Mutual Aid 7","Multi-Tac","Kandiyohi County"
25709,646d,"KD MA-8","D","Mutual Aid 8","Multi-Tac","Kandiyohi County"
25710,646e,"KD WORKS","D","Public Works","Public Works","Kandiyohi County"
25711,646f,"KD TRAIN","D","Training","Multi-Tac","Kandiyohi County"
25712,6470,"KD ROAM","D","County Roaming","Multi-Dispatch","Kandiyohi County"
25713,6471,"KD 911","D","County 911 Trigger","Emergency Ops","Kandiyohi County"
25714,6472,"KD TRANS","D","Kandiyohi Area Transit","Transportation","Kandiyohi County"
25715,6473,"KD FIRE EMS","D","County Fire - EMS Dispatch","Fire Dispatch","Kandiyohi County"
25716,6474,"KD FR OP10","D","Countywide Fire Ops 10 ","Fire-Tac","Kandiyohi County"
25717,6475,"KD FR OP11","D","Countywide Fire Ops 11","Fire-Tac","Kandiyohi County"
25718,6476,"KD ATWTR FD","D","Atwater Fire","Fire-Tac","Kandiyohi County"
25719,6477,"KD BLMKST FD","D","Blomkest Fire","Fire-Tac","Kandiyohi County"
25720,6478,"KD KANDIY FD","D","Kandiyohi Fire","Fire-Tac","Kandiyohi County"
25721,6479,"KD KRKHVN FD","D","Kerkhoven Fire","Fire-Tac","Kandiyohi County"
25722,647a,"KD LKLN FD","D","Lake Lillian Fire","Fire-Tac","Kandiyohi County"
25723,647b,"KD NWLDN FD","D","New London Fire","Fire-Tac","Kandiyohi County"
25724,647c,"KD PENOCK FD","D","Pennock Fire","Fire-Tac","Kandiyohi County"
25725,647d,"KD PRINS FD","D","Prinsburg Fire","Fire-Tac","Kandiyohi County"
25726,647e,"KD RAYMND FD","D","Raymond Fire","Fire-Tac","Kandiyohi County"
25727,647f,"KD SPICER FD","D","Spicer Fire","Fire-Tac","Kandiyohi County"
25728,6480,"KD SNBRG FD","D","Sunburg Fire","Fire-Tac","Kandiyohi County"
25729,6481,"KD WLMAR FD","D","Willmar Fire","Fire-Tac","Kandiyohi County"
25730,6482,"KD LAW 1","D","Law Dispatch 1","Law Dispatch","Kandiyohi County"
25731,6483,"KD LAW 2","D","Law Dispatch 2","Law Dispatch","Kandiyohi County"
25732,6484,"KD LAW 1E","DE","Law Dispatch 1 - B1","Law Dispatch","Kandiyohi County"
25733,6485,"KD LAW 2E","DE","Law Dispatch 2 - B2","Law Dispatch","Kandiyohi County"
25734,6486,"KD LOPS10","D","Law Ops 4","Law Tac","Kandiyohi County"
25735,6487,"KD LOPS 3","D","Law Ops 3","Law Tac","Kandiyohi County"
25736,6488,"KD SO RESV","D","Sheriff Reserves","Law Tac","Kandiyohi County"
25737,6489,"KD LOPS 8","DE","Law Ops 8","Law Tac","Kandiyohi County"
25738,648a,"KD LOPS 7","DE","Law Ops 7","Law Tac","Kandiyohi County"
25739,648b,"KD LOPS ","DE","Law Ops","Law Tac","Kandiyohi County"
25740,648c,"RICE HSP SEC","D","Rice Hospital Security","Security","Kandiyohi County"
